tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,12,201472,3,,Romina Oprandi,R,,SUI,25.87816564,64,979,202456,,,Alexandra Cadantu,R,170,ROU,21.78234086,111,607,6-2 6-2,3,R32,,2,0,41,24,20,13,,1,1,2,9,53,31,19,9,,2,6
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,13,201363,5,,Gisela Dulko,R,170,ARG,27.03627652,68,924,201451,,,Kathrin Woerle,R,,GER,27.98631075,184,349,1-6 6-2 6-4,3,R32,,3,7,69,35,29,15,,0,3,3,5,85,58,34,14,,8,12
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,14,201668,,,Alexandra Panova,U,,RUS,22.95140315,118,572,201605,,,Mandy Minella,R,,LUX,26.22587269,95,677,4-6 7-6(8) 6-1,3,R32,,2,1,87,58,41,19,,1,4,1,9,127,87,52,20,,10,14
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,15,201293,,WC,Catalina Castano,R,171,COL,32.60506502,245,223,201402,,Q,Sesil Karatantcheva,R,171,KAZ,22.51608487,135,506,5-7 6-0 6-3,3,R32,,4,11,83,37,26,17,,5,11,1,24,111,72,42,8,,11,21
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,16,201498,,,Karin Knapp,R,180,ITA,24.62970568,157,428,201567,2,,Alexandra Dulgheru,R,,ROU,22.70773443,53,1130,6-2 6-2,3,R32,,0,7,68,44,22,13,,6,9,0,14,77,44,23,8,,9,16
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,17,201365,,,Edina Gallovits Hall,R,165,ROU,27.17590691,128,531,201523,1,,Marina Erakovic,R,174,NZL,23.93976728,58,1067,6-4 6-4,3,R16,,1,4,69,49,33,11,,4,5,3,5,68,33,23,17,,4,7
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,19,202440,,Q,Paula Ormaechea,R,,ARG,19.37577002,141,484,201815,,,Petra Rampre,R,,SLO,32.06570842,171,379,6-4 3-6 7-6(4),3,R16,,1,7,104,61,42,18,,2,7,13,10,126,59,39,31,,11,16
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,21,201468,,Q,Yaroslava Shvedova,R,180,KAZ,24.42162902,206,299,202443,,,Valeria Savinykh,R,,RUS,20.98015058,116,578,6-2 6-2,3,R16,,2,3,41,29,25,8,,0,0,6,6,62,29,17,14,,11,15
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,22,201693,,,Timea Babos,R,179,HUN,18.76249144,133,512,201472,3,,Romina Oprandi,R,,SUI,25.87816564,64,979,7-6(5) 6-4,3,R16,,6,6,82,51,37,15,,6,8,1,3,71,45,30,11,,5,8
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,23,201668,,,Alexandra Panova,U,,RUS,22.95140315,118,572,201363,5,,Gisela Dulko,R,170,ARG,27.03627652,68,924,7-5 6-2,3,R16,,5,3,68,39,26,12,,3,6,0,8,62,32,14,13,,4,10
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,24,201498,,,Karin Knapp,R,180,ITA,24.62970568,157,428,201293,,WC,Catalina Castano,R,171,COL,32.60506502,245,223,6-3 2-6 6-2,3,R16,,4,8,83,37,29,23,,4,6,5,12,85,40,26,23,,2,5
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,25,201365,,,Edina Gallovits Hall,R,165,ROU,27.17590691,128,531,201531,,,Mariana Duque Marino,R,,COL,22.50513347,193,327,7-6(3) 3-6 6-2,3,QF,,0,6,119,75,45,17,,11,19,3,9,108,58,40,14,,11,19
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,27,201693,,,Timea Babos,R,179,HUN,18.76249144,133,512,201468,,Q,Yaroslava Shvedova,R,180,KAZ,24.42162902,206,299,6-4 6-4,3,QF,,7,5,71,39,30,16,,1,1,3,4,58,30,23,15,,4,6
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,28,201668,,,Alexandra Panova,U,,RUS,22.95140315,118,572,201498,,,Karin Knapp,R,180,ITA,24.62970568,157,428,6-4 6-4,3,QF,,1,2,59,34,22,19,,6,7,2,9,71,44,30,9,,4,7
2012-W-INT-COL-01A-2012,Bogota,Clay,32,I,20120213,30,201668,,,Alexandra Panova,U,,RUS,22.95140315,118,572,201693,,,Timea Babos,R,179,HUN,18.76249144,133,512,6-2 6-3,3,SF,,4,1,48,31,24,5,,1,3,1,6,53,25,15,8,,4,9
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,1,202429,,Q,Camila Giorgi,R,168,ITA,20.14236824,167,392,200069,1,,Nadia Petrova,R,178,RUS,29.70294319,32,1705,6-4 6-2,3,R32,,3,7,52,26,21,13,,3,5,5,3,74,41,24,14,,8,13
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,2,200773,,,Stephanie Foretz Gacon,R,166,FRA,30.80082136,92,685,201528,,WC,Melanie Oudin,R,168,USA,20.41067762,208,293,6-2 6-3,3,R32,,5,2,65,39,32,11,,0,0,2,2,61,32,16,17,,3,7
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,3,201371,,,Vera Dushevina,R,180,RUS,25.3744011,89,725,201619,,WC,Madison Keys,R,178,USA,17.00752909,256,216,6-2 7-5,3,R32,,0,3,59,38,24,14,,3,5,0,3,57,37,19,10,,1,6
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,4,201600,,Q,Jamie Hampton,R,173,USA,22.11635866,104,637,201517,8,,Magdalena Rybarikova,R,180,SVK,23.37850787,91,699,7-6(7) 6-0,3,R32,,1,2,69,41,27,14,,2,5,3,5,74,47,26,8,,7,13
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,5,201523,4,,Marina Erakovic,R,174,NZL,23.95893224,54,1093,201585,,,Sloane Stephens,R,170,USA,18.92128679,86,745,4-6 6-0 6-1,3,R32,,5,4,89,48,36,19,,4,6,3,5,75,44,25,11,,5,11
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,6,201516,,,Evgeniya Rodina,R,,RUS,23.04175222,137,499,201604,,,Irina Falconi,R,,USA,21.79876797,101,659,6-1 6-3,3,R32,,2,4,51,26,16,16,,1,3,0,2,62,26,9,17,,4,10
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,8,201414,,,Michaella Krajicek,R,177,NED,23.11293635,82,778,201304,6,,Elena Baltacha,R,,GBR,28.52019165,60,1015,6-2 6-1,3,R32,,15,5,57,35,25,10,,3,5,3,3,44,24,10,6,,4,10
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,9,201426,5,,Pauline Parmentier,R,175,FRA,26.05338809,59,1040,201599,,,Andrea Hlavackova,R,174,CZE,25.53045859,129,525,6-4 4-6 6-2,3,R32,,12,2,90,56,39,17,,6,9,2,5,81,43,30,16,,1,6
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,10,201387,,,Sofia Arvidsson,R,176,SWE,28.0109514,72,835,201586,,,Heather Watson,R,170,GBR,19.75633128,123,554,6-2 6-3,3,R32,,4,0,53,40,28,6,,2,3,5,2,73,48,26,8,,6,11
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,11,201615,,,Lesia Tsurenko,R,174,UKR,22.72689938,125,552,201443,,Q,Alexa Glatch,R,,USA,22.44490075,186,343,2-6 7-6(5) 6-2,3,R32,,0,4,99,59,36,18,,7,13,3,4,92,51,29,19,,4,10
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,12,201556,3,,Lucie Hradecka,R,177,CZE,26.75154004,58,1047,201588,,,Anna Tatishvili,R,171,GEO,22.04517454,75,822,6-3 6-1,3,R32,,10,1,43,32,27,6,,0,0,1,2,54,32,14,13,,3,7
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,13,201596,7,,Johanna Larsson,R,174,SWE,23.50992471,61,1006,201559,,Q,Irena Pavlovic,R,,FRA,23.39493498,200,310,4-6 6-4 7-5,3,R32,,7,8,99,62,43,17,,3,7,6,7,93,52,39,18,,6,11
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,14,201478,,,Varvara Lepchenko,L,180,USA,25.7522245,90,720,201616,,WC,Lauren Davis,R,157,USA,18.36550308,221,269,7-5 6-3,3,R32,,5,2,67,44,28,13,,4,7,0,5,78,46,23,14,,3,9
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,16,201584,2,,Ksenia Pervak,L,170,KAZ,20.73648186,41,1370,201606,,,Rebecca Marino,R,,CAN,21.18001369,115,585,6-2 6-4,3,R32,,2,5,50,29,25,10,,1,2,2,5,62,42,23,7,,2,6
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,17,200773,,,Stephanie Foretz Gacon,R,166,FRA,30.80082136,92,685,202429,,Q,Camila Giorgi,R,168,ITA,20.14236824,167,392,7-5 6-4,3,R16,,2,4,82,48,23,19,,7,12,0,13,69,36,21,10,,5,12
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,18,201371,,,Vera Dushevina,R,180,RUS,25.3744011,89,725,201600,,Q,Jamie Hampton,R,173,USA,22.11635866,104,637,6-4 6-3,3,R16,,0,2,81,67,39,7,,10,12,2,4,63,33,19,13,,6,11
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,19,201523,4,,Marina Erakovic,R,174,NZL,23.95893224,54,1093,201516,,,Evgeniya Rodina,R,,RUS,23.04175222,137,499,6-3 6-4,3,R16,,4,4,60,31,25,14,,5,7,2,4,59,36,23,11,,8,12
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,20,201414,,,Michaella Krajicek,R,177,NED,23.11293635,82,778,201501,,,Olga Govortsova,R,182,BLR,23.4934976,78,797,7-6(2) 6-3,3,R16,,10,3,58,30,26,12,,1,3,6,5,101,69,43,11,,13,17
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,21,201387,,,Sofia Arvidsson,R,176,SWE,28.0109514,72,835,201426,5,,Pauline Parmentier,R,175,FRA,26.05338809,59,1040,7-6(5) 0-6 6-3,3,R16,,3,2,84,63,32,12,,3,10,5,6,98,53,30,24,,14,19
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,22,201615,,,Lesia Tsurenko,R,174,UKR,22.72689938,125,552,201556,3,,Lucie Hradecka,R,177,CZE,26.75154004,58,1047,3-6 6-4 7-6(3),3,R16,,1,12,102,58,38,21,,4,9,12,7,111,66,45,19,,5,9
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,23,201478,,,Varvara Lepchenko,L,180,USA,25.7522245,90,720,201596,7,,Johanna Larsson,R,174,SWE,23.50992471,61,1006,6-2 6-4,3,R16,,2,4,61,34,25,15,,2,3,1,3,68,40,23,13,,8,12
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,24,201462,,,Alberta Brianti,R,,ITA,31.87679671,67,890,201584,2,,Ksenia Pervak,L,170,KAZ,20.73648186,41,1370,7-6(3) 6-2,3,R16,,0,4,64,44,29,9,,5,9,3,2,76,50,29,7,,6,12
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,25,201371,,,Vera Dushevina,R,180,RUS,25.3744011,89,725,200773,,,Stephanie Foretz Gacon,R,166,FRA,30.80082136,92,685,3-6 6-3 6-1,3,QF,,5,0,92,65,40,15,,11,13,1,4,92,46,29,20,,14,19
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,26,201523,4,,Marina Erakovic,R,174,NZL,23.95893224,54,1093,201414,,,Michaella Krajicek,R,177,NED,23.11293635,82,778,6-4 6-7(2) 6-4,3,QF,,13,0,100,63,45,19,,2,4,6,6,97,54,41,19,,2,6
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,27,201387,,,Sofia Arvidsson,R,176,SWE,28.0109514,72,835,201615,,,Lesia Tsurenko,R,174,UKR,22.72689938,125,552,6-2 7-6(9),3,QF,,3,3,92,68,41,10,,5,8,0,5,81,49,26,15,,4,9
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,28,201462,,,Alberta Brianti,R,,ITA,31.87679671,67,890,201478,,,Varvara Lepchenko,L,180,USA,25.7522245,90,720,7-5 6-3,3,QF,,0,5,69,43,30,11,,1,5,3,4,58,32,17,10,,4,10
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,29,201523,4,,Marina Erakovic,R,174,NZL,23.95893224,54,1093,201371,,,Vera Dushevina,R,180,RUS,25.3744011,89,725,6-1 4-6 6-4,3,SF,,4,4,87,52,37,14,,6,10,6,6,102,61,31,19,,9,16
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,30,201387,,,Sofia Arvidsson,R,176,SWE,28.0109514,72,835,201462,,,Alberta Brianti,R,,ITA,31.87679671,67,890,6-3 7-5,3,SF,,3,1,69,48,31,13,,4,6,0,2,56,32,22,11,,2,6
2012-W-INT-USA-01A-2012,Memphis,Hard,32,I,20120220,31,201387,,,Sofia Arvidsson,R,176,SWE,28.0109514,72,835,201523,4,,Marina Erakovic,R,174,NZL,23.95893224,54,1093,6-3 6-4,3,F,,6,2,56,43,32,8,,2,3,2,2,63,30,18,17,,5,8
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,1,201504,,,Julia Goerges,R,180,GER,23.2991102,19,2475,201320,,,Svetlana Kuznetsova,R,174,RUS,26.65023956,27,2031,2-6 7-6(2) 6-4,3,R32,,6,1,92,63,42,14,,3,7,4,3,107,67,41,21,,4,7
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,2,201290,,,Daniela Hantuchova,R,181,SVK,28.82956879,21,2450,201555,,LL,Polona Hercog,R,182,SLO,21.08418891,38,1490,1-6 7-5 7-6(4),3,R32,,0,3,110,73,46,18,,3,9,3,2,92,57,36,20,,4,8
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,3,201397,,,Shuai Peng,R,173,CHN,26.11635866,17,2555,201294,6,,Marion Bartoli,R,170,FRA,27.38398357,7,5160,6-4 6-3,3,R32,,2,1,63,34,23,16,,1,3,2,3,59,34,18,11,,5,10
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,4,201594,,Q,Simona Halep,R,168,ROU,20.39972621,53,1121,201499,,,Anastasia Pavlyuchenkova,R,177,RUS,20.63518138,15,2735,6-4 6-2,3,R32,,1,6,66,45,28,9,,6,9,2,5,59,42,21,4,,8,14
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,5,201373,,,Maria Kirilenko,R,173,RUS,25.07049966,22,2180,201512,,,Monica Niculescu,R,168,ROU,24.40520192,29,1960,6-3 6-0,3,R32,,0,2,56,40,26,10,,2,3,2,1,44,35,16,2,,6,11
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,6,201421,,,Ana Ivanovic,R,183,SRB,24.29021218,18,2535,201212,7,,Francesca Schiavone,R,166,ITA,31.6605065,12,3575,6-1 7-5,3,R32,,1,7,57,29,21,15,,2,4,1,5,100,56,34,15,,18,23
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,7,201347,8,,Jelena Jankovic,R,177,SRB,26.97604381,14,3020,201508,,,Petra Cetkovska,R,172,CZE,27.03080082,30,1895,6-2 6-2,3,R32,,2,3,49,23,16,15,,1,2,0,10,62,32,17,11,,3,8
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,8,201355,,,Flavia Pennetta,R,172,ITA,29.98494182,28,1970,201286,,,Anabel Medina Garrigues,R,169,ESP,29.5578371,26,2105,6-3 6-3,3,R32,,1,0,61,29,20,18,,3,5,1,0,59,35,19,7,,4,9
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,9,201425,,,Lucie Safarova,L,177,CZE,25.04312115,25,2120,201549,,Q,Petra Martic,R,181,CRO,21.08692676,66,893,6-3 5-7 6-3,3,R32,,6,5,99,65,44,14,,5,9,6,7,98,59,37,16,,8,14
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,10,201474,5,,Agnieszka Radwanska,R,170,POL,22.9596167,6,5500,201486,,Q,Aleksandra Wozniak,R,175,CAN,24.45448323,80,788,6-1 6-7(6) 7-5,3,R32,,3,1,95,65,46,10,,2,6,2,3,105,63,37,17,,5,12
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,11,201424,,WC,Shahar Peer,R,170,ISR,24.80766598,40,1370,201618,,WC,Fatma Al Nabhani,R,,OMA,20.75564682,557,54,6-3 6-1,3,R32,,1,2,46,34,26,4,,0,1,0,4,52,28,16,8,,6,11
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,13,201504,,,Julia Goerges,R,180,GER,23.2991102,19,2475,201348,,LL,Casey Dellacqua,L,,AUS,27.02258727,102,639,6-0 6-2,3,R16,,4,1,37,29,24,4,,0,0,0,2,38,26,11,4,,2,7
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,14,201290,,,Daniela Hantuchova,R,181,SVK,28.82956879,21,2450,201397,,,Shuai Peng,R,173,CHN,26.11635866,17,2555,7-5 6-2,3,R16,,3,2,54,32,26,14,,0,0,0,1,73,53,30,13,,5,8
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,15,201496,3,,Caroline Wozniacki,R,177,DEN,21.61259411,4,6310,201594,,Q,Simona Halep,R,168,ROU,20.39972621,53,1121,6-2 6-3,3,R16,,0,0,44,34,24,6,,1,3,0,2,54,36,17,9,,2,7
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,16,201421,,,Ana Ivanovic,R,183,SRB,24.29021218,18,2535,201373,,,Maria Kirilenko,R,173,RUS,25.07049966,22,2180,6-2 7-6(4),3,R16,,7,2,89,48,30,16,,10,14,1,8,73,38,20,12,,4,10
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,17,201347,8,,Jelena Jankovic,R,177,SRB,26.97604381,14,3020,201355,,,Flavia Pennetta,R,172,ITA,29.98494182,28,1970,6-4 6-2,3,R16,,4,6,83,57,34,14,,8,10,2,4,54,23,11,15,,6,11
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,18,201325,4,,Samantha Stosur,R,172,AUS,27.89322382,5,5825,201425,,,Lucie Safarova,L,177,CZE,25.04312115,25,2120,6-1 6-7(5) 6-1,3,R16,,6,2,107,72,57,15,,9,9,5,4,80,47,33,13,,6,10
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,19,201474,5,,Agnieszka Radwanska,R,170,POL,22.9596167,6,5500,201424,,WC,Shahar Peer,R,170,ISR,24.80766598,40,1370,7-5 6-4,3,R16,,3,1,65,45,28,10,,1,5,0,6,94,54,29,16,,7,13
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,21,201504,,,Julia Goerges,R,180,GER,23.2991102,19,2475,201290,,,Daniela Hantuchova,R,181,SVK,28.82956879,21,2450,4-6 6-3 6-4,3,QF,,4,2,96,57,41,17,,4,9,3,2,88,68,35,12,,8,14
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,22,201496,3,,Caroline Wozniacki,R,177,DEN,21.61259411,4,6310,201421,,,Ana Ivanovic,R,183,SRB,24.29021218,18,2535,6-3 7-5,3,QF,,3,2,83,64,36,9,,7,11,3,9,69,38,24,8,,5,11
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,23,201347,8,,Jelena Jankovic,R,177,SRB,26.97604381,14,3020,201325,4,,Samantha Stosur,R,172,AUS,27.89322382,5,5825,6-4 6-2,3,QF,,4,2,61,32,22,18,,1,2,3,3,67,45,26,9,,4,8
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,24,201474,5,,Agnieszka Radwanska,R,170,POL,22.9596167,6,5500,201513,9,,Sabine Lisicki,R,178,GER,22.41204654,13,3108,6-2 6-1,3,QF,,2,0,41,31,22,6,,0,1,1,5,62,28,13,12,,5,11
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,25,201504,,,Julia Goerges,R,180,GER,23.2991102,19,2475,201496,3,,Caroline Wozniacki,R,177,DEN,21.61259411,4,6310,7-6(3) 7-5,3,SF,,5,6,97,53,28,23,,10,15,0,2,90,58,35,12,,8,14
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,26,201474,5,,Agnieszka Radwanska,R,170,POL,22.9596167,6,5500,201347,8,,Jelena Jankovic,R,177,SRB,26.97604381,14,3020,6-2 2-6 6-0,3,SF,,2,2,65,40,25,13,,4,8,2,8,66,34,19,11,,3,10
2012-W-PR-UAE-01A-2012,Dubai Open,Hard,28,P,20120220,27,201474,5,,Agnieszka Radwanska,R,170,POL,22.9596167,6,5500,201504,,,Julia Goerges,R,180,GER,23.2991102,19,2475,7-5 6-4,3,F,,4,0,72,46,29,17,,3,5,4,2,81,52,33,13,,7,11
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,1,201311,1,,Roberta Vinci,R,163,ITA,29.00479124,23,2170,201535,,,Coco Vandeweghe,R,185,USA,20.20807666,156,422,7-5 7-5,3,R32,,3,7,72,39,28,16,,4,7,3,11,74,32,22,18,,3,8
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,2,201690,,,Nina Bratchikova,R,,RUS,26.64750171,106,634,201532,,,Anastasia Pivovarova,R,,RUS,21.68104038,143,465,6-3 6-1,3,R32,,4,4,57,27,16,17,,3,5,0,12,53,28,14,8,,5,11
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,3,202465,,Q,Maria Abramovic,R,,CRO,24.5065024,361,123,201668,,,Alexandra Panova,U,,RUS,22.9705681,83,766,7-5 6-4,3,R32,,0,4,65,46,29,7,,4,8,6,3,75,41,24,11,,4,10
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,4,201086,6,,Greta Arn,R,,HUN,32.8569473,68,860,201533,,,Shuai Zhang,R,,CHN,23.08008214,150,437,6-1 6-4,3,R32,,3,7,65,27,17,21,,10,12,0,0,44,32,17,2,,3,8
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,5,201562,,,Silvia Soler Espinosa,R,,ESP,24.25462012,71,837,201567,4,,Alexandra Dulgheru,R,,ROU,22.72689938,56,1074,6-3 6-3,3,R32,,0,2,59,28,18,15,,2,5,2,8,66,43,24,5,,6,12
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,6,202456,,,Alexandra Cadantu,R,170,ROU,21.80150582,110,607,200120,,,Jelena Dokic,R,175,AUS,28.85968515,74,824,3-6 6-1 7-5,3,R32,,3,9,98,60,38,22,,6,9,4,15,106,52,35,22,,6,11
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,7,202443,,,Valeria Savinykh,R,,RUS,20.99931554,111,602,200617,,,Kimiko Date Krumm,R,163,JPN,41.3963039,73,825,6-2 6-3,3,R32,,0,2,65,32,20,17,,8,10,1,7,59,34,18,7,,5,11
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,10,201356,,,Eva Birnerova,R,,CZE,27.51813826,109,611,200765,,Q,Katalin Marosi,R,,HUN,32.27378508,481,71,7-6(3) 6-4,3,R32,,0,5,91,68,37,9,,8,14,1,9,88,54,27,11,,10,17
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,11,201693,,,Timea Babos,R,179,HUN,18.7816564,107,632,202415,,WC,Ximena Hermoso,R,,MEX,20.81587953,382,111,6-2 6-3,3,R32,,7,3,62,43,30,10,,5,6,0,2,52,37,17,8,,3,7
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,12,201514,3,WC,Sorana Cirstea,R,176,ROU,21.87268994,48,1231,201527,,,Stefanie Voegele,R,170,SUI,21.94934976,128,540,6-3 2-6 7-5,3,R32,,3,11,108,50,31,21,,11,19,2,7,83,42,19,21,,7,15
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,13,201605,,,Mandy Minella,R,,LUX,26.24503765,94,677,201428,7,,Mathilde Johansson,R,173,FRA,26.81451061,97,665,6-1 5-7 7-6(5),3,R32,,4,4,99,54,38,21,,5,9,0,6,98,68,42,14,,4,9
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,14,201468,,WC,Yaroslava Shvedova,R,180,KAZ,24.44079398,170,384,201402,,Q,Sesil Karatantcheva,R,171,KAZ,22.53524983,132,516,6-1 4-6 6-3,3,R32,,4,8,92,64,39,10,,10,15,2,14,81,43,22,12,,3,11
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,15,201427,,,Alize Cornet,R,173,FRA,22.07802875,117,578,202417,,,Tetiana Luzhanska,R,,USA,27.46064339,145,452,6-4 7-6(3),3,R32,,2,5,85,47,26,18,,5,10,0,5,73,47,23,11,,1,7
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,16,201506,2,,Sara Errani,R,164,ITA,24.81314168,36,1545,201477,,,Stephanie Dubois,R,,CAN,25.30595483,87,745,6-2 6-2,3,R32,,0,3,52,37,26,8,,3,4,1,4,54,37,21,3,,6,11
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,17,201690,,,Nina Bratchikova,R,,RUS,26.64750171,106,634,201311,1,,Roberta Vinci,R,163,ITA,29.00479124,23,2170,7-5 7-5,3,R16,,4,2,71,46,37,13,,8,9,1,3,71,32,22,22,,3,6
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,18,201086,6,,Greta Arn,R,,HUN,32.8569473,68,860,202465,,Q,Maria Abramovic,R,,CRO,24.5065024,361,123,6-4 6-2,3,R16,,3,9,54,27,17,12,,5,8,0,4,57,36,17,8,,4,10
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,19,202456,,,Alexandra Cadantu,R,170,ROU,21.80150582,110,607,201562,,,Silvia Soler Espinosa,R,,ESP,24.25462012,71,837,7-6(6) 6-3,3,R16,,0,7,73,35,31,21,,6,6,4,5,71,27,21,23,,0,2
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,22,201693,,,Timea Babos,R,179,HUN,18.7816564,107,632,201514,3,WC,Sorana Cirstea,R,176,ROU,21.87268994,48,1231,4-6 6-4 6-2,3,R16,,3,4,83,45,32,19,,2,5,6,5,111,61,35,25,,7,12
2012-W-INT-MEX-01A-2012,Monterrey,Hard,32,I,20120220,23,201605,,,Mandy Minella,R,,LUX,26.24503765,94,677,201468,,WC,Yaroslava Shvedova,R,180,KAZ,24.44079398,170,384,6-3 6-7(1) 6-4,3,R16,,3,5,94,57,36,16,,2,8,3,10,111,62,36,21,,10,18
