tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,17,201465,,Q,Kirsten Flipkens,R,165,BEL,26.4366872,262,213,201611,,Q,Daria Gavrilova,R,,RUS,18.28884326,281,190,7-5 7-6(4),3,R16,,2,3,73,45,33,13,,3,6,2,3,83,56,34,14,,8,12
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,18,201311,6,,Roberta Vinci,R,163,ITA,29.33059548,23,1955,201512,,,Monica Niculescu,R,168,ROU,24.73100616,31,1735,6-3 6-7(4) 6-0,3,R16,,6,1,86,47,28,25,,2,5,1,2,92,57,32,13,,9,17
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,19,201495,3,,Dominika Cibulkova,R,161,SVK,23.11841205,13,3120,201424,,,Shahar Peer,R,170,ISR,25.13347023,47,1255,6-2 7-6(5),3,R16,,3,3,71,48,34,8,,4,7,7,1,68,39,19,14,,3,8
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,20,200069,8,,Nadia Petrova,R,178,RUS,30.02874743,22,2005,201286,,,Anabel Medina Garrigues,R,169,ESP,29.88364134,28,1835,7-5 6-3,3,R16,,4,1,55,28,20,15,,0,2,1,1,69,50,28,7,,3,8
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,21,201387,,,Sofia Arvidsson,R,176,SWE,28.33675565,46,1260,201551,,WC,Arantxa Rus,U,180,NED,21.51403149,73,862,6-4 6-1,3,R16,,1,1,50,29,19,10,,2,4,1,3,55,32,18,5,,0,6
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,22,201524,,Q,Urszula Radwanska,R,177,POL,21.53045859,64,1011,201355,4,,Flavia Pennetta,R,172,ITA,30.31074606,17,2470,6-1 6-1,3,R16,,4,1,36,28,24,4,,0,0,0,3,48,28,13,7,,7,12
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,23,201212,,,Francesca Schiavone,R,166,ITA,31.98631075,26,1920,201593,,,Irina Camelia Begu,R,181,ROU,21.81245722,63,1030,6-2 2-6 7-6(8),3,R16,,0,14,99,49,32,26,,3,7,3,2,99,72,44,14,,1,5
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,24,200079,,,Kim Clijsters,R,,BEL,29.0294319,53,1181,201435,,,Kateryna Bondarenko,R,175,UKR,25.86173854,67,975,6-2 6-1,3,R16,,3,1,44,27,24,9,,1,1,2,4,72,48,26,10,,12,16
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,25,201465,,Q,Kirsten Flipkens,R,165,BEL,26.4366872,262,213,201311,6,,Roberta Vinci,R,163,ITA,29.33059548,23,1955,6-4 7-6(5),3,QF,,3,4,75,44,33,16,,6,8,3,4,100,57,39,19,,11,14
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,26,200069,8,,Nadia Petrova,R,178,RUS,30.02874743,22,2005,201495,3,,Dominika Cibulkova,R,161,SVK,23.11841205,13,3120,6-2 6-0,3,QF,,5,1,36,19,17,8,,0,1,1,2,51,29,12,8,,7,13
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,27,201524,,Q,Urszula Radwanska,R,177,POL,21.53045859,64,1011,201387,,,Sofia Arvidsson,R,176,SWE,28.33675565,46,1260,6-2 7-6(3),3,QF,,5,1,70,51,33,12,,5,7,2,2,66,48,28,8,,2,6
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,28,200079,,,Kim Clijsters,R,,BEL,29.0294319,53,1181,201212,,,Francesca Schiavone,R,166,ITA,31.98631075,26,1920,6-3 7-6(7),3,QF,,2,3,82,57,43,13,,8,8,3,7,74,34,25,22,,4,5
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,29,200069,8,,Nadia Petrova,R,178,RUS,30.02874743,22,2005,201465,,Q,Kirsten Flipkens,R,165,BEL,26.4366872,262,213,6-4 6-2,3,SF,,3,0,56,31,23,18,,4,4,3,2,67,43,26,11,,5,8
2012-W-INT-NED-01A-2012,'s Hertogenbosch,Grass,32,I,20120618,31,200069,8,,Nadia Petrova,R,178,RUS,30.02874743,22,2005,201524,,Q,Urszula Radwanska,R,177,POL,21.53045859,64,1011,6-4 6-3,3,F,,8,3,56,35,29,7,,0,2,1,3,60,35,20,9,,3,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,1,201345,1,,Maria Sharapova,R,,RUS,25.18548939,1,9490,201370,,,Anastasia Rodionova,R,167,AUS,30.12183436,133,500,6-2 6-3,3,R128,,2,4,47,29,22,10,,1,3,0,2,59,37,17,9,,4,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,3,201444,,,Su Wei Hsieh,R,169,TPE,26.47227926,63,1031,200043,,WC,Virginie Razzano,R,173,FRA,29.12251882,91,730,6-2 6-4,3,R128,,0,1,54,39,25,7,,1,4,2,4,67,37,20,9,,8,14
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,4,200773,,,Stephanie Foretz Gacon,R,166,FRA,31.14579055,75,844,201512,29,,Monica Niculescu,R,168,ROU,24.75017112,33,1735,6-4 3-6 6-3,3,R128,,2,3,83,50,29,13,,3,9,1,1,97,81,41,5,,6,13
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,5,201508,23,,Petra Cetkovska,R,172,CZE,27.37577002,25,1945,201447,,,Vania King,R,165,USA,23.31279945,61,1087,6-4 6-2,3,R128,,3,3,49,37,27,4,,0,2,0,3,54,39,21,3,,2,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,6,201585,,,Sloane Stephens,R,170,USA,19.26625599,59,1117,201662,,Q,Karolina Pliskova,R,184,CZE,20.26283368,119,578,6-2 6-2,3,R128,,5,5,41,23,19,10,,1,2,2,3,58,47,25,3,,9,14
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,8,201513,15,,Sabine Lisicki,R,178,GER,22.75701574,15,2697,201549,,,Petra Martic,R,181,CRO,21.43189596,45,1351,6-4 6-2,3,R128,,4,2,49,37,28,7,,0,1,4,6,61,33,21,11,,3,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,9,201329,12,,Vera Zvonareva,R,172,RUS,27.79739904,12,3160,201621,,,Mona Barthel,R,185,GER,21.95756331,39,1511,2-6 7-6(3) 6-4,3,R128,,0,5,88,55,39,16,,0,4,7,2,107,68,44,20,,7,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,10,201562,,,Silvia Soler Espinosa,R,,ESP,24.59958932,67,985,201365,,,Edina Gallovits Hall,R,165,ROU,27.54004107,107,645,4-6 6-4 10-8,3,R128,,6,9,128,66,46,27,,12,18,3,3,126,75,51,19,,10,17
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,11,201599,,,Andrea Hlavackova,R,174,CZE,25.87542779,90,736,201578,,,Kai Chen Chang,R,,TPE,21.44832307,111,629,6-1 6-2,3,R128,,3,0,39,24,18,10,,0,0,0,7,49,27,13,7,,2,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,12,200079,,,Kim Clijsters,R,,BEL,29.04859685,47,1311,201347,18,,Jelena Jankovic,R,177,SRB,27.321013,21,2220,6-2 6-4,3,R128,,2,6,71,54,36,5,,0,2,2,4,61,43,23,7,,4,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,13,201539,28,,Christina Mchale,R,170,USA,20.12320329,32,1750,202427,,WC,Johanna Konta,R,,GBR,21.10882957,212,285,6-7(4) 6-2 10-8,3,R128,,4,3,123,68,47,30,,11,14,7,8,125,82,55,14,,8,14
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,14,201428,,,Mathilde Johansson,R,173,FRA,27.15947981,81,813,201615,,,Lesia Tsurenko,R,174,UKR,23.07186858,99,685,3-6 6-0 6-3,3,R128,,0,3,60,49,34,5,,2,6,1,8,67,32,18,13,,4,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,15,201505,,,Ekaterina Makarova,L,178,RUS,24.04928131,44,1361,201462,,,Alberta Brianti,R,,ITA,32.22176591,113,610,6-2 3-6 6-3,3,R128,,1,5,79,46,35,19,,1,2,0,3,78,58,43,6,,0,3
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,16,201493,8,,Angelique Kerber,L,173,GER,24.43531828,8,4275,201556,,,Lucie Hradecka,R,177,CZE,27.09650924,68,944,6-4 6-1,3,R128,,2,3,49,26,19,12,,1,3,4,3,50,32,18,4,,5,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,17,201474,3,,Agnieszka Radwanska,R,170,POL,23.3045859,3,7230,201517,,,Magdalena Rybarikova,R,180,SVK,23.72347707,122,565,6-3 6-3,3,R128,,1,0,54,35,23,9,,0,3,1,3,61,30,19,8,,6,12
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,18,201455,,,Elena Vesnina,R,176,RUS,25.90006845,79,825,200748,,,Venus Williams,R,185,USA,32.02190281,58,1155,6-1 6-3,3,R128,,2,4,52,36,25,9,,1,2,3,2,53,20,11,15,,3,8
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,20,201600,,,Jamie Hampton,R,173,USA,22.46132786,100,683,201290,27,,Daniela Hantuchova,R,181,SVK,29.17453799,29,1820,6-4 7-6(1),3,R128,,4,1,73,43,35,12,,5,8,3,1,72,48,25,15,,3,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,21,200069,20,,Nadia Petrova,R,178,RUS,30.04791239,20,2225,201308,,Q,Maria Elena Camerin,R,164,ITA,30.2642026,189,324,6-0 6-2,3,R128,,4,0,41,24,15,11,,1,2,0,6,55,25,12,9,,8,14
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,22,201693,,,Timea Babos,R,179,HUN,19.1266256,69,933,201528,,WC,Melanie Oudin,R,168,USA,20.75564682,123,563,6-4 4-6 6-3,3,R128,,9,4,89,58,44,14,,3,6,2,5,80,54,36,15,,2,6
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,23,201588,,,Anna Tatishvili,R,171,GEO,22.39014374,73,872,200009,,,Tamarine Tanasugarn,R,165,THA,35.08829569,115,601,6-4 6-2,3,R128,,4,3,57,37,29,11,,4,5,0,3,57,35,17,13,,1,5
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,24,202429,,Q,Camila Giorgi,R,168,ITA,20.48733744,145,449,201355,16,,Flavia Pennetta,R,172,ITA,30.32991102,17,2470,6-4 6-3,3,R128,,4,7,60,34,28,13,,1,2,1,4,56,30,22,11,,6,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,25,201419,11,,Na Li,R,172,CHN,30.32717317,11,3245,201584,,,Ksenia Pervak,L,170,KAZ,21.08145106,41,1475,6-3 6-1,3,R128,,3,1,50,35,23,11,,0,1,0,8,46,22,10,11,,0,5
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,26,201514,,,Sorana Cirstea,R,176,ROU,22.21765914,52,1211,201426,,,Pauline Parmentier,R,175,FRA,26.39835729,70,911,6-4 6-1,3,R128,,1,2,73,42,31,15,,6,6,0,4,60,34,21,12,,1,4
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,28,201373,17,,Maria Kirilenko,R,173,RUS,25.41546886,19,2295,202456,,,Alexandra Cadantu,R,170,ROU,22.14647502,84,786,6-3 6-1,3,R128,,5,1,48,37,25,8,,1,1,1,4,44,30,18,5,,3,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,29,201397,30,,Shuai Peng,R,173,CHN,26.46132786,34,1730,202483,,Q,Sandra Zaniewska,R,,POL,20.47638604,160,387,6-2 6-7(3) 6-3,3,R128,,1,0,90,75,51,9,,3,5,4,6,107,73,41,19,,4,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,31,201551,,,Arantxa Rus,U,180,NED,21.53319644,72,880,201595,,LL,Misaki Doi,L,159,JPN,21.15811088,105,657,7-5 6-3,3,R128,,4,6,67,49,36,3,,5,8,2,3,55,37,22,6,,4,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,32,201325,5,,Samantha Stosur,R,172,AUS,28.23819302,5,6100,201521,,,Carla Suarez Navarro,R,162,ESP,23.80835044,40,1495,6-1 6-3,3,R128,,4,2,42,23,17,13,,1,2,1,4,53,30,17,7,,5,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,33,200033,6,,Serena Williams,R,175,USA,30.74606434,6,5640,201366,,,Barbora Zahlavova Strycova,R,164,CZE,26.24503765,62,1058,6-2 6-4,3,R128,,3,1,50,34,22,9,,3,6,1,3,57,32,15,9,,6,12
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,34,201349,,Q,Melinda Czink,L,178,HUN,29.67556468,98,692,201596,,,Johanna Larsson,R,174,SWE,23.85489391,92,721,6-0 6-2,3,R128,,1,1,33,21,19,10,,0,0,1,2,37,22,10,2,,1,6
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,35,201486,,,Aleksandra Wozniak,R,175,CAN,24.79945243,56,1180,201371,,,Vera Dushevina,R,180,RUS,25.71937029,94,705,6-2 7-5,3,R128,,2,0,64,42,32,8,,3,5,5,2,70,49,28,7,,3,8
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,37,202428,,,Kiki Bertens,R,182,NED,20.54209446,86,770,201425,19,,Lucie Safarova,L,177,CZE,25.38809035,22,2135,6-3 6-0,3,R128,,6,1,44,25,18,10,,3,4,0,5,46,24,13,6,,0,6
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,38,201468,,WC,Yaroslava Shvedova,R,180,KAZ,24.78576318,65,1006,201541,,,Chanelle Scheepers,R,,RSA,28.28473648,43,1380,7-6(5) 7-6(5),3,R128,,5,6,94,59,37,17,,6,10,0,7,97,61,37,19,,6,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,39,201303,,,Anne Keothavong,R,175,GBR,28.77481177,77,836,201440,,,Laura Pous Tio,U,,ESP,27.73169062,102,677,6-3 6-3,3,R128,,1,3,59,29,20,12,,5,8,1,5,65,31,17,12,,5,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,40,201506,10,,Sara Errani,R,164,ITA,25.15811088,10,3350,201535,,Q,Coco Vandeweghe,R,185,USA,20.55304586,132,510,6-1 6-3,3,R128,,0,1,53,40,27,4,,4,6,2,6,64,26,14,12,,4,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,42,201501,,,Olga Govortsova,R,182,BLR,23.8384668,95,700,202470,,Q,Annika Beck,R,170,GER,18.35455168,169,366,6-3 3-6 6-3,3,R128,,1,7,96,66,42,12,,6,11,0,4,99,64,34,14,,14,20
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,43,201697,,Q,Kristyna Pliskova,L,,CZE,20.26283368,148,446,201555,,,Polona Hercog,R,182,SLO,21.42915811,46,1320,6-2 6-2,3,R128,,3,0,46,30,24,10,,1,1,5,4,48,25,17,8,,4,8
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,44,201212,24,,Francesca Schiavone,R,166,ITA,32.0054757,26,1930,201573,,WC,Laura Robson,L,180,GBR,18.4257358,97,692,2-6 6-4 6-4,3,R128,,7,9,86,42,33,22,,3,6,12,8,85,56,41,14,,5,8
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,45,201499,31,,Anastasia Pavlyuchenkova,R,177,RUS,20.98015058,30,1800,201387,,,Sofia Arvidsson,R,176,SWE,28.3559206,48,1300,6-1 6-2,3,R128,,4,4,52,30,23,10,,4,5,0,3,50,28,15,5,,6,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,47,201304,,,Elena Baltacha,R,,GBR,28.86516085,101,678,201498,,,Karin Knapp,R,180,ITA,24.99383984,112,628,4-6 6-4 6-0,3,R128,,0,6,108,62,45,21,,10,12,3,9,85,44,28,18,,4,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,48,201520,4,,Petra Kvitova,L,183,CZE,22.29979466,4,6775,201454,,,Akgul Amanmuradova,R,,UZB,28.0054757,96,693,6-4 6-4,3,R128,,6,5,65,37,30,14,,5,6,6,0,63,49,29,8,,1,4
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,49,201481,,,Tamira Paszek,R,165,AUT,21.5523614,37,1567,201496,7,,Caroline Wozniacki,R,177,DEN,21.95756331,7,4366,5-7 7-6(4) 6-4,3,R128,,5,5,131,84,48,24,,15,22,3,2,101,65,41,17,,3,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,50,201427,,,Alize Cornet,R,173,FRA,22.42299795,60,1117,201690,,,Nina Bratchikova,R,,RUS,26.99247091,89,740,6-0 7-6(1),3,R128,,3,3,61,45,32,7,,4,6,0,2,72,45,27,6,,6,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,51,201448,,,Galina Voskoboeva,R,183,KAZ,27.51813826,57,1168,201086,,,Greta Arn,R,,HUN,33.2019165,104,659,6-4 6-2,3,R128,,3,3,66,33,25,18,,3,3,1,0,55,37,26,8,,1,4
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,52,201518,,,Yanina Wickmayer,R,182,BEL,22.68035592,36,1640,201320,32,,Svetlana Kuznetsova,R,174,RUS,26.99520876,35,1642,6-2 6-3,3,R128,,3,0,60,43,28,9,,4,6,1,4,37,25,14,2,,0,5
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,53,201311,21,,Roberta Vinci,R,163,ITA,29.34976044,23,1965,202458,,WC,Ashleigh Barty,R,,AUS,16.16974675,258,219,6-2 6-4,3,R128,,6,1,59,38,28,13,,6,6,4,3,54,33,20,10,,2,5
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,54,201523,,,Marina Erakovic,R,174,NZL,24.30390144,49,1297,201524,,,Urszula Radwanska,R,177,POL,21.54962355,54,1191,6-4 6-4,3,R128,,1,0,78,48,32,16,,3,5,1,1,67,47,24,12,,7,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,56,201294,9,,Marion Bartoli,R,170,FRA,27.72895277,9,3800,201348,,,Casey Dellacqua,L,,AUS,27.36755647,108,644,6-2 6-4,3,R128,,1,4,58,33,27,13,,2,2,1,5,75,48,31,9,,8,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,57,201421,14,,Ana Ivanovic,R,183,SRB,24.63518138,14,3070,201287,,,Maria Jose Martinez Sanchez,L,176,ESP,29.86995209,51,1234,6-3 3-6 6-3,3,R128,,3,5,77,48,37,11,,3,7,4,2,81,49,28,15,,4,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,58,201435,,,Kateryna Bondarenko,R,175,UKR,25.88090349,66,997,200617,,,Kimiko Date Krumm,R,163,JPN,41.7412731,82,811,5-7 6-3 6-3,3,R128,,4,7,84,56,43,10,,2,6,1,7,111,67,40,21,,15,21
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,59,201412,,,Anastasia Yakimova,R,165,BLR,25.64818617,110,632,201605,,,Mandy Minella,R,,LUX,26.59000684,83,810,4-6 6-3 6-3,3,R128,,7,4,86,45,36,20,,4,7,3,1,109,70,38,23,,11,16
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,60,201504,22,,Julia Goerges,R,180,GER,23.6440794,24,1945,201424,,,Shahar Peer,R,170,ISR,25.15263518,50,1255,6-2 6-2,3,R128,,5,1,44,30,24,9,,3,3,0,3,54,32,20,8,,8,12
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,61,201286,26,,Anabel Medina Garrigues,R,169,ESP,29.9028063,28,1835,201594,,,Simona Halep,R,168,ROU,20.74469541,42,1400,3-6 6-1 6-2,3,R128,,1,1,74,50,33,14,,8,11,4,6,84,49,24,17,,6,12
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,62,202450,,Q,Jana Cepelova,R,168,SVK,19.07460643,178,350,201540,,Q,Kristina Mladenovic,R,184,FRA,19.1156742,157,409,6-3 3-6 6-1,3,R128,,4,2,72,44,36,16,,1,2,4,3,87,53,35,16,,6,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,63,201472,,,Romina Oprandi,R,,SUI,26.24229979,87,759,201593,,,Irina Camelia Begu,R,181,ROU,21.83162218,64,1030,7-6(3) 6-4,3,R128,,0,4,73,39,22,16,,1,6,4,6,77,47,26,9,,5,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,64,201458,2,,Victoria Azarenka,R,180,BLR,22.90212183,2,8800,201604,,,Irina Falconi,R,,USA,22.14373717,78,829,6-1 6-4,3,R128,,3,9,66,39,29,8,,8,11,0,3,44,28,13,5,,3,9
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,65,201345,1,,Maria Sharapova,R,,RUS,25.18548939,1,9490,201450,,,Tsvetana Pironkova,R,180,BUL,24.78302533,38,1520,7-6(3) 6-7(3) 6-0,3,R64,,8,10,102,73,55,14,,6,8,4,3,101,57,39,22,,3,8
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,66,201444,,,Su Wei Hsieh,R,169,TPE,26.47227926,63,1031,200773,,,Stephanie Foretz Gacon,R,166,FRA,31.14579055,75,844,6-4 6-1,3,R64,,1,4,62,42,30,6,,2,5,1,3,57,30,14,8,,10,16
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,67,201585,,,Sloane Stephens,R,170,USA,19.26625599,59,1117,201508,23,,Petra Cetkovska,R,172,CZE,27.37577002,25,1945,7-6(6) 4-6 6-3,3,R64,,3,2,101,61,38,23,,4,8,1,7,113,75,48,17,,7,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,68,201513,15,,Sabine Lisicki,R,178,GER,22.75701574,15,2697,201587,,,Bojana Jovanovski,R,175,SRB,20.48459959,117,594,3-6 6-2 8-6,3,R64,,10,12,117,57,43,29,,9,11,0,3,105,66,43,19,,3,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,69,201329,12,,Vera Zvonareva,R,172,RUS,27.79739904,12,3160,201562,,,Silvia Soler Espinosa,R,,ESP,24.59958932,67,985,6-1 3-6 6-1,3,R64,,9,4,67,50,39,10,,2,3,2,0,68,43,26,10,,0,4
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,70,200079,,,Kim Clijsters,R,,BEL,29.04859685,47,1311,201599,,,Andrea Hlavackova,R,174,CZE,25.87542779,90,736,6-3 6-3,3,R64,,1,1,47,35,26,10,,0,0,4,1,60,42,26,8,,4,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,71,201539,28,,Christina Mchale,R,170,USA,20.12320329,32,1750,201428,,,Mathilde Johansson,R,173,FRA,27.15947981,81,813,7-5 7-5,3,R64,,4,3,73,45,30,18,,4,6,1,1,68,52,32,8,,7,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,72,201493,8,,Angelique Kerber,L,173,GER,24.43531828,8,4275,201505,,,Ekaterina Makarova,L,178,RUS,24.04928131,44,1361,7-5 6-3,3,R64,,4,2,68,50,35,13,,6,7,4,1,69,46,33,7,,7,10
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,73,201474,3,,Agnieszka Radwanska,R,170,POL,23.3045859,3,7230,201455,,,Elena Vesnina,R,176,RUS,25.90006845,79,825,6-2 6-1,3,R64,,3,0,48,36,30,4,,2,2,1,2,41,26,13,6,,3,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,74,201586,,,Heather Watson,R,170,GBR,20.10130048,103,669,201600,,,Jamie Hampton,R,173,USA,22.46132786,100,683,6-1 6-4,3,R64,,1,3,57,34,22,12,,4,6,1,6,61,36,19,10,,6,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,75,200069,20,,Nadia Petrova,R,178,RUS,30.04791239,20,2225,201693,,,Timea Babos,R,179,HUN,19.1266256,69,933,6-4 6-7(3) 9-7,3,R64,,8,5,124,82,60,20,,2,4,10,3,142,103,66,21,,8,12
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,76,202429,,Q,Camila Giorgi,R,168,ITA,20.48733744,145,449,201588,,,Anna Tatishvili,R,171,GEO,22.39014374,73,872,6-3 6-1,3,R64,,1,3,45,22,16,15,,4,5,1,2,39,24,10,6,,2,7
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,77,201514,,,Sorana Cirstea,R,176,ROU,22.21765914,52,1211,201419,11,,Na Li,R,172,CHN,30.32717317,11,3245,6-3 6-4,3,R64,,1,3,87,55,35,15,,10,12,0,2,72,53,28,8,,6,11
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,79,201397,30,,Shuai Peng,R,173,CHN,26.46132786,34,1730,201503,,,Ayumi Morita,R,163,JPN,22.29158111,85,776,7-6(4) 6-3,3,R64,,5,2,64,47,32,9,,6,8,1,0,71,46,26,13,,2,6
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,80,201551,,,Arantxa Rus,U,180,NED,21.53319644,72,880,201325,5,,Samantha Stosur,R,172,AUS,28.23819302,5,6100,6-2 0-6 6-4,3,R64,,2,5,91,63,32,13,,10,16,1,4,72,44,26,14,,2,8
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,81,200033,6,,Serena Williams,R,175,USA,30.74606434,6,5640,201349,,Q,Melinda Czink,L,178,HUN,29.67556468,98,692,6-1 6-4,3,R64,,10,1,44,28,27,10,,0,0,4,2,52,35,24,5,,3,6
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,82,201386,25,,Jie Zheng,R,164,CHN,28.97467488,27,1850,201486,,,Aleksandra Wozniak,R,175,CAN,24.79945243,56,1180,6-4 6-2,3,R64,,1,1,58,38,23,12,,2,4,2,4,67,43,22,10,,10,15
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,83,201468,,WC,Yaroslava Shvedova,R,180,KAZ,24.78576318,65,1006,202428,,,Kiki Bertens,R,182,NED,20.54209446,86,770,6-4 6-4,3,R64,,3,2,53,33,28,13,,1,1,7,6,67,44,32,11,,3,5
