player_id,year,ite_t0,ite_t1
200748,2004.0,-0.20114219664295066,0.2817469563645385
200748,2006.0,-0.08934588004408678,0.14801791792186317
200748,2010.0,-0.1334920536643253,0.34919826763618994
200748,2012.0,-0.13837337300019417,-0.10551258485278464
200748,2014.0,-0.15128677006444638,-0.034466759882042425
200754,2006.0,-0.030231337651642997,-0.09461408662118699
200754,2008.0,0.001938606036601842,0.05219420194368684
200770,2003.0,-0.07499303942964927,-0.0824634226958208
200777,2004.0,0.04015146146327467,-0.015663109980363077
201212,2005.0,-0.01297018088708354,0.5010040059812136
201212,2007.0,-0.012450570874531263,-0.059248600542176476
201212,2008.0,0.015326416294638072,0.1291843029916071
201212,2009.0,-0.033536009269167645,0.25301996304410457
201212,2010.0,-0.08065450159463511,-0.012191827466588425
201212,2012.0,0.0024337391399065237,-0.10999271671432803
213544,2019.0,0.03341728605827557,0.09806234369782561
201281,2003.0,0.007490146347006444,0.33318170484274434
201286,2007.0,-0.006052101299372935,-0.1007890852027643
201286,2008.0,-0.036628404349166116,0.03300278518887342
201286,2009.0,-0.0510633763161222,0.17606188998445302
201286,2011.0,-0.06349887916588434,0.1450269518427811
201287,2010.0,-0.07615597114955722,0.026705218442492233
201290,2006.0,-0.008179553511274452,0.06755972398723313
201290,2007.0,-0.09438716364797801,0.13320832553633838
201290,2010.0,-0.028390180693521425,0.04515031613320812
201290,2011.0,-0.09454501406840699,-0.17569293529256977
201290,2012.0,-0.006816052918143722,-0.17501129207470084
201290,2013.0,0.032185913579078816,0.08735122151100728
201294,2006.0,-0.013717748029865466,0.436553378492583
201294,2007.0,-0.06005496842958026,0.36057017203557196
201294,2008.0,0.011616440795553943,0.07643424023993267
201294,2009.0,-0.0990642138070698,0.04995491778201618
201294,2011.0,-0.11971108497014515,0.24374227813040406
201294,2012.0,-0.06266436991690648,0.056007517011601365
213583,2019.0,0.0020835270095180356,0.24396017856883745
201297,2003.0,0.1348484108241147,0.19388268012973375
201301,2007.0,0.0781657447503427,0.06753454335059506
201302,2003.0,0.18402945444358645,0.04592050151563612
201305,2007.0,0.052071462023718436,0.042635623607064556
201311,2017.0,0.03351953450181119,-0.12122283403012463
201311,2013.0,-0.056902283625897415,0.07451800939467254
201311,2014.0,-0.0650634432110085,-0.06648458710147649
201313,2003.0,0.03729281822214053,-0.11642700470379322
201315,2003.0,0.053049842064281955,0.029782327940127702
201318,2009.0,0.08876468213470107,-0.10657951886423706
201320,2019.0,0.009091543902475562,-0.007781865997336806
201320,2007.0,-0.09304397937377017,0.010291437321068318
201320,2013.0,-0.024357436007686712,-0.001085284253145788
201320,2014.0,-0.09616376717074905,-0.0634710828596725
201325,2016.0,0.2182638500156911,-0.6148985236675509
201325,2006.0,0.007173489812495042,0.14086131090728776
201325,2010.0,-0.09941787860062892,0.09159437330344433
201325,2011.0,-0.08497646794489253,0.07130059091104374
201325,2012.0,-0.05194423388507229,0.0930854838794806
201325,2013.0,-0.07825352056576318,0.010431967254984253
201325,2014.0,-0.12100395724360812,-0.12664914008603823
201329,2004.0,-0.16149292861876494,0.13182296272638264
201329,2008.0,-0.14573729590418558,0.13864380467214812
201329,2010.0,-0.09406563386648822,0.021247684626667825
201329,2011.0,-0.08294410152255474,0.18514749631380475
201336,2009.0,-0.107825327769563,0.12855312475923927
201345,2003.0,-0.15714687430917598,-0.09011439107648177
201345,2006.0,-0.1721349042583263,0.36748765092795266
201345,2011.0,-0.09293034614759063,0.12456189009840554
201345,2012.0,-0.12898185401546242,0.12286232650075904
201345,2014.0,-0.11240613620700207,0.10525854155659667
201347,2007.0,-0.10524655723340286,0.16760491275098693
201347,2009.0,-0.038719542575654575,0.14223337068380398
201347,2011.0,-0.1386291601837242,0.031020848065471073
201347,2012.0,-0.01957721205063455,0.0017249208888294471
201347,2014.0,-0.07916842826934697,0.036080974093169384
201348,2014.0,-0.05334629337252305,-0.06002400065540587
201352,2005.0,-0.004177780516108502,0.11706302986566697
201355,2009.0,-0.09884899259670046,0.2717096781405269
201355,2010.0,-0.1634203755868211,0.07848192053186098
201355,2011.0,-0.06862755693920057,-0.027083665700269523
201355,2014.0,-0.045484087668382536,0.13863114535827836
201363,2007.0,-0.0021420317849998663,-0.08478559470781108
201363,2009.0,-0.0641659787109099,-0.14253427485968911
201363,2010.0,-0.03422250676516761,0.04778305527585607
201364,2006.0,-0.03998887174435436,-0.005787111013395227
201366,2016.0,-0.10562599163447509,-0.09331306242504431
201366,2017.0,-0.07184052282948843,-0.00893293388966089
201366,2018.0,-0.04605837168360488,0.20871223868302208
201366,2019.0,-0.011473418278830886,-0.0326013840515562
201366,2014.0,0.02853295864941399,-0.1653196357407679
201370,2007.0,0.18655553979928738,0.0009607420558982033
201373,2011.0,-0.06440340952720064,-0.028258805981366555
201373,2012.0,-0.06026121734425569,0.023145864531528657
201379,2006.0,0.08653662030135373,0.15224094499403548
201380,2005.0,0.3076548005473925,-0.2315643251237943
201386,2012.0,0.02617546832384502,-0.033703444919766706
201387,2008.0,-0.001465904568393496,-0.20973735420526007
201397,2017.0,-0.08529767804382557,0.09203994503839243
201397,2007.0,-0.10402657899586235,0.03385081732300403
201397,2012.0,-0.06306721860353501,-0.13246442329452177
201397,2014.0,-0.028716137678178745,-0.1506587770366059
201400,2005.0,-0.12293944720889974,0.34548596888013167
201400,2006.0,-0.12370021604580891,0.13096392206917665
201400,2008.0,-0.07840774346454063,0.03474047986700993
201403,2007.0,-0.12236794749400817,0.005468565372535331
201403,2008.0,-0.05393123103690625,0.07904253675072928
201411,2008.0,0.1694106420932769,-0.23883053066902563
201414,2006.0,0.06557641081848402,-0.10598139667963272
201416,2010.0,0.00018091909188207647,0.10655024180227145
201419,2009.0,-0.04925401067059547,0.07172878976288753
201419,2010.0,-0.09020659006459639,0.13069476350393244
201419,2011.0,-0.046843223260186445,-0.001512930980148916
201419,2012.0,-0.09766512895515125,0.10663307755061172
201419,2013.0,-0.11833221880898707,0.11413758753429094
201421,2006.0,-0.11761994746296116,0.3748815440078486
201421,2007.0,-0.13190436788609608,0.1987228057176379
201421,2008.0,-0.09012646910094625,0.2690662885274421
201421,2009.0,-0.0770394104473117,-0.03851760661816686
201421,2011.0,-0.16842299528682658,0.14604784751926506
201421,2012.0,-0.07224032202286523,0.008326863784981244
201421,2013.0,-0.14427888399361913,0.11334251533637205
201421,2014.0,-0.10597583597642886,-0.08264347633571531
201424,2007.0,-0.06900633116406815,0.18041051721357804
201424,2008.0,-0.028958761246014174,0.29495590592086623
201424,2010.0,-0.024737661373942316,0.23484968874615597
201424,2011.0,0.041764733005099405,0.0456715775949337
201425,2017.0,-0.2070206686185852,-0.9927419810653537
201425,2008.0,-0.0021265808223661174,-0.2619725737400962
201425,2009.0,-0.12331573763163393,0.01437441206398921
201425,2012.0,-0.011261190351444824,-0.03197123554932797
201425,2014.0,-0.08987012173683648,-0.01123305013739466
201427,2017.0,-0.012857065702439795,0.04032569979793743
201427,2018.0,-0.04979396976036344,0.028160814706834948
201427,2013.0,-0.06825031689725314,0.26883765953745825
201431,2009.0,-0.024410061229110047,0.06315562524004617
201431,2010.0,-0.058963880394258865,0.1144713609219426
201435,2007.0,-0.01686875415180006,-0.1299096544661123
201444,2016.0,-0.0104863465178049,0.0077567600358483535
201444,2018.0,-0.047278455253747007,0.05583450746154472
201444,2012.0,-0.020603793288500417,0.13350398353491272
201446,2006.0,0.12678475084259033,-0.37027415256748386
201446,2009.0,0.027236569238612902,-0.13171726127150596
201447,2006.0,-0.048704171468056195,0.1360274347282393
201447,2009.0,0.06664379300689244,-0.16493079804797953
201448,2011.0,-0.09801597285663635,-0.010460529354042725
201450,2014.0,-0.01539088309245384,-0.09805362797614232
201455,2017.0,0.008847340880634848,0.17060987566302915
201455,2018.0,-0.0031717599501416473,-0.1314275828106768
201455,2006.0,0.029349036261683198,0.09356286671537092
201455,2012.0,0.10365399339088191,0.08582442944936865
201458,2016.0,0.19955763603066054,0.27833971132806257
201458,2008.0,-0.1607253710989236,0.1899609269635275
201458,2010.0,-0.08076607893809801,0.057554199313936356
201458,2011.0,-0.08846891138228442,0.04198767719925514
201458,2012.0,-0.1043581980922394,0.38714026801832735
201462,2010.0,0.059987222318648406,-0.1416461853890664
201465,2014.0,0.021914389029380928,0.10142702179355706
201466,2009.0,0.01154217427709785,0.038476261336056194
201466,2010.0,-0.14097045229237404,0.015387324182129097
201466,2013.0,-0.1171416634945993,-0.07355660232321408
201473,2007.0,0.05162870052333045,-0.04023824296653987
201474,2016.0,-0.0906621732411326,0.06392407889584417
201474,2018.0,0.012070493900807153,-0.8155821897763003
201474,2009.0,-0.08926707322302582,0.02471563002545348
201474,2010.0,-0.05700333320605693,0.10371601585573421
201474,2011.0,-0.09738727828274182,0.07509378543974697
201474,2012.0,-0.1142979826783462,0.05100370414771917
201474,2013.0,-0.143970275278321,-0.11855536587380892
201474,2014.0,-0.14088955203245948,-0.020313565729148005
201478,2014.0,-0.1071667452425322,-0.18753525668942625
201481,2008.0,0.07256928236758557,-0.3313856721930452
201481,2012.0,0.07304696396856215,0.12166065390871567
201483,2016.0,0.02684227471005949,0.012625307221847057
201485,2009.0,0.09280771038091863,-0.16522747677940805
201492,2016.0,-0.01072442940631016,0.10985392489437584
201492,2019.0,0.03864858451459037,0.1554391350512399
201492,2009.0,-0.10652309951483686,-0.03760412714595258
201492,2010.0,-0.035542996928714654,0.01811072236987058
201492,2011.0,-0.13408024888358716,-0.03007764104616436
201493,2016.0,-0.06980342831038999,-0.2919540662861628
201493,2012.0,-0.08521910730276012,0.03326567055041051
201493,2013.0,-0.10438333451931558,0.0010575059480123425
201493,2014.0,-0.048085687948554535,0.1357261842604241
201495,2016.0,-0.015882809381007848,-0.026910675927338798
201495,2017.0,-0.022603590664911802,-0.14745145039649873
201495,2018.0,-0.006078583454000856,-0.026269143369909077
201495,2010.0,0.0393248706676789,0.05234477202172969
201495,2011.0,-0.03453933351472524,-0.10676766889829509
201495,2013.0,0.07805973971491151,0.11961212309534647
201495,2014.0,-0.011937208461852297,-0.16596198105032206
201496,2017.0,-0.06873333214386546,0.09236190039778128
201496,2018.0,-0.14045273228177352,0.09438640737468335
201496,2008.0,-0.11831744121110865,0.3454183054708973
201496,2009.0,-0.10287208435762857,0.17607494672004131
201496,2010.0,-0.08707822106554143,0.0317271020069201
201496,2011.0,-0.12536235217084038,0.1067042140881159
201496,2012.0,-0.07851264852603043,-0.04429188685861699
201496,2013.0,-0.06884760563939722,0.02485453983682316
201496,2014.0,-0.061121698474746744,0.09658079333948427
201497,2008.0,-0.061842295620941894,0.012606943302491395
201497,2010.0,-0.08692639783938808,0.07569136454787781
201499,2009.0,0.00037016767252279377,0.07058019758693224
201499,2011.0,-0.07558261896263858,0.033601096124941485
201499,2012.0,0.02551778669357533,-0.019793804451784358
201499,2013.0,-0.08200334919187462,-0.09173127612243503
201501,2008.0,0.01871482102021336,-0.08580670773592185
201501,2009.0,0.022863268574889038,0.20424038700126632
201501,2010.0,0.07839806716252327,0.013310198539172848
201503,2013.0,0.09751377741828554,-0.10556693922192817
201504,2018.0,-0.14321341162435655,-0.04072536800810382
201504,2010.0,-0.06284497694601696,0.22977433340607503
201504,2011.0,-0.11468638101301536,0.24150890263133012
201504,2012.0,-0.09736326348763785,0.001688885962705871
201505,2016.0,-0.07394216038231928,-0.7683754278703893
201505,2012.0,-0.043791612460490514,0.013024807387426406
201505,2013.0,-0.08830001404980069,0.07807767538991445
201505,2014.0,-0.1672151789274942,-0.1857804212388629
201506,2017.0,-0.009488443173878564,0.13248152636390534
201506,2008.0,0.039013531017386895,0.1537526631497609
201506,2012.0,-0.07268219154608749,-0.09599856593158021
201506,2013.0,-0.014987781618684425,-0.01964250889295663
201508,2014.0,-0.0341013205879548,-0.2282717150016308
201513,2009.0,-0.05366137129495553,0.13434798687603752
201513,2012.0,-0.00774525290225378,-0.0930249636539979
201514,2012.0,0.00032926138355280233,-0.047591649132605114
201514,2013.0,-0.019502027277185273,0.0952593089376553
201517,2013.0,-0.012514096900471009,0.07333706164320326
201517,2014.0,-0.03882128888328133,-0.2778806265348853
201518,2017.0,0.02567222771296862,-0.03168713391535584
201518,2009.0,-0.04121960968551189,-0.017442648278713314
201518,2010.0,-0.05316837654767281,-0.00377044389091263
201518,2011.0,0.03183253488816053,-0.14382203495281765
201518,2012.0,-0.007907764934621402,0.12293165874687269
201520,2016.0,-0.2086786744774511,0.48518933342505327
201520,2018.0,-0.09931531315619227,0.09853606126734668
201520,2009.0,-0.045781206026667326,0.13065377664016514
201520,2012.0,-0.16874259830579946,0.2099707332204313
201520,2013.0,-0.023668902484686827,0.18091716148397968
201520,2014.0,-0.17094433318342994,0.23886970013232064
201521,2016.0,-0.10617180699443916,-0.02656072507916079
201521,2009.0,0.022946276511673656,-0.0024363734332416382
201521,2012.0,0.01570462257955781,-0.017850672328468438
201521,2013.0,-0.003273458848381434,-0.07320339831911182
201521,2014.0,-0.0338435517399934,0.02316311721642752
201523,2014.0,0.005094932628931495,0.07220563586559316
201524,2009.0,0.025097694504129693,-0.14180964920254618
201524,2012.0,-0.001869409668047349,-0.0632777202244154
201527,2019.0,-0.019713803621927595,-0.19132933322211595
201527,2010.0,0.09619720338842619,0.018081278340204995
201533,2016.0,-0.022810131882054177,0.04746700843222539
201533,2018.0,-0.08521317642755065,-0.002178013527469321
201534,2019.0,0.1279009431010529,0.22069591190203636
201535,2014.0,-0.13014910937141463,0.049991400607495545
201539,2012.0,0.029166824169835626,-0.01358782600700302
201540,2019.0,-0.06455674529526982,-0.11544147912178684
201545,2018.0,0.10687241510554019,0.2232608678565991
201549,2018.0,-0.09432823296704271,0.09097478635053742
201549,2019.0,-0.023896652719467386,-1.0138324749323901
201555,2010.0,-0.07124636080898646,0.1817734677154328
201555,2012.0,0.04138055969489148,-0.11297807620123208
201556,2011.0,-0.031646394296652405,0.47811489557229997
201567,2010.0,-0.005452006165698501,-0.02341732491128148
201578,2010.0,-0.008466733952861821,-0.017830853581716037
201585,2017.0,0.16307962201555304,-0.029332419116651152
201587,2013.0,0.037584482683316565,-0.07696541913124355
201590,2014.0,-0.04348288379238448,-0.06670406161590958
201594,2016.0,-0.13346565721081224,0.06163252149513783
201594,2018.0,0.1322257230506108,0.1882692035007605
201594,2019.0,-0.05611944813506944,0.055455225977941475
201594,2014.0,-0.0981839967420578,0.12230487838547104
201595,2016.0,0.13565592105232835,0.14665386083831028
201596,2016.0,-0.027130621469637874,-0.132299445801113
201596,2017.0,0.03599182983222771,-0.058753618928386535
201596,2018.0,-0.013360547880627939,-0.02854831766650407
201596,2012.0,0.028847086782981667,-0.07460050015007687
201603,2017.0,-0.026699821267383267,0.05401549038730523
201610,2014.0,-0.1062176519599545,-0.2795738938255611
201611,2016.0,0.005851213462550594,0.14903953625138056
201611,2018.0,-0.011099118095242316,0.12051118991926477
201613,2019.0,0.045405711247641756,-0.17714938596956356
201614,2017.0,-0.13387752816420342,0.01961279085425327
201614,2018.0,-0.06202210409311214,0.03219998051445612
201614,2019.0,-0.03330497821780079,-0.09758767077859011
201614,2014.0,-0.013702117641061499,-0.1351758193665751
201615,2017.0,0.26829901399203226,-0.06652961127526727
201615,2018.0,0.06683161817431145,-0.024612725009272828
201616,2017.0,-0.0139590054930934,-0.10582576856725767
201616,2019.0,0.04653928711706593,0.08384814546447122
201619,2016.0,-0.05918818773940049,0.28581488528751864
201619,2018.0,0.14480678903630406,0.050947940512310816
201619,2013.0,-0.13806474671835822,0.16197123478955347
201620,2016.0,-0.10001758397368193,-0.09085228010471869
201620,2017.0,-0.04875925938374986,-0.15227664619059664
201620,2019.0,-0.04775564573851335,0.03817266220798035
201621,2018.0,0.09360657681564455,-0.09779426367923472
201621,2012.0,-0.14096482877463457,0.06075098145008877
201621,2013.0,-0.06142571773337878,-0.001395588004100532
201662,2016.0,-0.10843562235650911,0.23700074228900625
201662,2018.0,-0.09240131090599668,0.12193008579689636
201662,2019.0,-0.12506422096718767,0.3318543347978504
201662,2014.0,-0.11098703492829876,-0.025584190787567747
213949,2019.0,0.2692347914754412,-0.0761191333101841
201693,2017.0,-0.07442871078913496,-0.07784216991000106
201697,2017.0,-0.1629124657987722,-0.6512008437251601
201709,2018.0,-0.025660551784489102,-0.04019090676866772
214082,2017.0,-0.02008158648661714,-0.12957610568411665
214082,2018.0,-0.04667483114689519,0.03749721546476685
205925,2018.0,0.1484772144587119,0.017986881670884716
214149,2019.0,-0.06754949856469557,-0.02995810509751144
206049,2019.0,-0.06892303096185814,-0.12333021025665702
214263,2017.0,0.11119107243374976,0.06999261584805022
206255,2019.0,-0.07309958347499937,0.2899891942032313
214452,2019.0,0.00882942437160724,-0.040724524055170866
206289,2019.0,-0.030279886278958775,0.033789150312997035
214544,2018.0,-0.08648651155484743,0.0069625780621608655
206368,2019.0,-0.0958278039834686,0.12168067211258939
206374,2018.0,-0.1076483427320779,-0.09565426512374323
206420,2019.0,-0.0783202367384447,0.19302503756236186
202418,2016.0,-0.01190213569543842,-0.9396774393035162
202418,2018.0,-0.0062174580311703115,-0.12752310452444265
202421,2019.0,-0.035686974649565356,0.17402275356608368
202427,2016.0,-0.12201730829874219,0.015372881186806497
202427,2018.0,-0.08946818695294413,-0.06869491075237436
202428,2016.0,-0.1405524926919195,0.18184688994461587
202428,2017.0,-0.13518891198193744,0.12257135319002307
202428,2018.0,-0.17055469126499673,0.14325011465616724
202428,2019.0,0.0061291503185046566,0.2973275215871596
202429,2018.0,-0.09096876551317977,0.09195112020215453
202446,2016.0,-0.06646705766038537,0.018760768967914856
202446,2013.0,-0.06425564471815856,-0.05107306059418866
202446,2014.0,-0.07815417223631645,-0.04679387824592286
202457,2019.0,0.0834967023690419,0.05043593623975666
202458,2017.0,-0.14346968090591053,0.014052558452480417
202458,2018.0,-0.1338758537990809,0.26526026194329466
202458,2019.0,-0.1952397159086206,-0.05169720376330746
202460,2019.0,-0.01169019606236281,-1.0661838953760883
202467,2019.0,0.1336982367754891,-0.10860094556123762
202468,2019.0,-0.01564602905650777,0.1941847780435227
202469,2017.0,-0.022136273545792385,0.18315574712554528
202470,2013.0,0.03454265439486077,0.04442452422999922
202480,2019.0,0.20630301674678952,-0.11029370225438838
202482,2019.0,-0.13208462562691536,-0.13344729993448523
202494,2016.0,-0.09065341286871012,-0.14083608827943359
202494,2018.0,-0.1333796065934484,0.001794720105250773
202494,2014.0,-0.020291321087749087,0.06935628688203586
202499,2017.0,-0.00824154630561715,-0.09152714191272315
202499,2019.0,-0.07009922869076102,0.061010878989705426
202505,2019.0,-0.06089809745985592,-0.0585647439663254
210705,2019.0,0.028337331711814275,-0.24748891600066186
210722,2018.0,-0.022208478754679475,0.15800488938026802
210722,2019.0,-0.07565484558651066,0.14988255373894457
202536,2018.0,-0.04987247294978077,-0.13353747719424067
213673,2019.0,-0.007641014108230211,-0.046893942003326944
202600,2019.0,-0.003248813886619975,-0.20059505481724887
202684,2019.0,0.04139114272449616,0.12247842169540944
214981,2019.0,-0.1470723413615625,0.2970719166288676
202705,2019.0,-0.28061678582519767,0.01478788105074183
215020,2019.0,-0.07398008724174082,-0.06490065131921387
202916,2019.0,-0.22262706336014376,0.12210413718886676
215219,2019.0,-0.1379626498853288,0.19792479710058133
211148,2019.0,0.04437309409105886,0.06140987759723393
